Date;SP500;MSFT;CSCO;INTC;IBM;ORCL;HPQ;EMC;TXN;QCOM;AMAT;ADBE;MU;ADI;KLAC;LRCX;GLW;AKAM;CDNS;SNPS;CTXS;NTAP;MSI
05/03/2016;2063,37;49,78;26,86;30,36;144,13;39,68;11,71;26,16;57,2;50,73;20,1;93,66;10,36;56,23;6,963;7,5730004;18,62;49,91;23,36;48,31;80,69;23;74,96
05/04/2016;2051,12;49,87;26,44;29,85;144,25;39,29;11,59;26,19;56,43;50,49;19,85;92,94;10;55,83;6,91;7,4900002;18,37;49,54;23,14;47,81;80,2;22,9;74,22
05/05/2016;2050,63;49,94;26,21;29,9;146,47;39,23;11,45;26,27;56,64;51,13;19,85;93,5;10,06;55,69;6,939;7,5050006;18,32;49,51;23,06;47,45;80,26;22,82;74,25
05/06/2016;2057,14;50,39;26,53;30,04;147,29;39,41;11,59;26,44;57,2;50,92;19,87;94,3;9,99;55,47;6,9360003;7,4940004;18,44;49,94;23,35;47,86;81,24;23,15;70,54
05/09/2016;2058,69;50,07;26,51;29,8;147,34;39,36;11,43;26,86;56,91;51,2;19,89;94,61;9,87;55,23;6,914;7,464;18,34;50,15;23,61;47,99;81,41;23,01;70,82
05/10/2016;2084,39;51,02;27,03;30,14;149,97;40,02;11,61;27,07;57,63;52,15;19,98;96,52;10,09;56,1;6,985;7,595;18,86;51,97;23,64;48,67;83,46;23,47;71,05
05/11/2016;2064,46;51,05;26,7;30,06;148,95;39,65;11,69;27,14;57,63;52,15;20,01;96,1;10,1;55,75;6,97;7,5610003;18,87;50,72;23,6;48,2;82,64;23,33;70,07
05/12/2016;2064,11;51,51;26,67;29,76;148,84;39,82;11,56;27,04;57,16;51,51;19,63;95,96;9,63;54,9;6,882;7,4900002;18,88;51,12;23,45;48,47;82,93;22,99;71,11
05/13/2016;2046,61;51,08;26,53;29,91;147,72;39,61;11,5;27,37;57,12;51,32;19,61;95,97;9,56;54,72;6,86;7,4339995;18,69;50,49;23,68;47,91;82,24;23,04;70,62
05/16/2016;2066,66;51,83;26,97;30,39;149,46;39,97;11,64;27,78;58,02;51,91;19,85;97,23;9,68;55,43;6,7900004;7,346;19,21;51,36;23,95;48,61;82,99;23,39;70,83
05/17/2016;2047,21;50,51;26,65;29,98;148;39,6;11,53;27,66;57,43;51,99;19,64;95,93;9,67;55,37;6,777;7,314;19,11;50,965;23,56;47,78;82,3;23,59;69,89
05/18/2016;2047,63;50,81;26,72;29,99;147,34;39,47;11,57;27,73;58,01;52,79;19,92;96,7;10,05;55,82;6,821;7,3970003;18,98;50,97;23,92;48,36;82,74;23,83;69,46
05/19/2016;2040,04;50,32;27,57;29,63;144,93;38,84;11,44;27,65;57,23;52,76;19,91;95,88;10,07;55,7;6,7879996;7,3320003;18,94;50,68;23,77;48,74;82,24;23,4;68,72
05/20/2016;2052,32;50,62;27,97;30,15;147,25;39,41;11,66;27,81;58,53;54,52;22,66;96,88;10,8;56,54;6,9589996;7,668;19,51;51,73;24,55;49,92;83,21;24,22;68,75
05/23/2016;2048,04;50,03;27,94;30,23;146,77;39,18;11,67;27,7;58,73;54,18;22,9;96,62;11,14;56,76;6,975;7,682;19,72;51,29;24,38;49,8;83,68;24,69;68,78
05/24/2016;2076,06;51,59;28,47;31,06;148,31;39,9;11,91;27,87;60,09;55,59;23,49;99,63;11,49;58,22;7,099;7,9269996;20,09;52,7;25,21;51,18;85,89;25,21;69,68
05/25/2016;2090,54;52,12;28,92;31,39;151,69;40,13;12,2;27,82;60,44;55,98;23,66;99,61;11,6;58,27;7,1730003;8,062;20;52,86;24,94;51,27;83,14;25,52;69,35
05/26/2016;2090,1;51,89;28,9;31,49;152,44;39,95;13,04;27,84;60,77;55,74;23,73;99,37;11,95;58,29;7,192;8,102;20,13;53,98;24,93;51,34;84,86;24,9;69,4
05/27/2016;2099,06;52,32;28,92;31,57;152,84;40,07;13,17;27,83;61,02;55,27;24,44;100,14;12,31;58,44;7,299;8,297;20,51;54,2;25,05;51,75;85,5;25,31;69,5
05/31/2016;2096,96;53;29,05;31,59;153,74;40,2;13,38;27,95;60,6;54,92;24,42;99,47;12,72;58,5;7,293;8,281;20,89;54,58;24,72;51,67;84,92;25,53;69,27
06/01/2016;2099,33;52,85;28,9;31,66;152,51;40,26;13,44;27,95;61,07;54,79;24,38;100,04;13,09;58,65;7,3129997;8,313;20,77;54,42;24,74;51,98;85,81;25,07;69,06
06/02/2016;2105,26;52,48;29,08;31,76;153,5;38,66;13,54;27,93;60,76;54,88;24,52;100,17;13,11;58,28;7,3269997;8,363;21,16;54,9;24,73;52,4;86,49;24,99;68,8
06/03/2016;2099,13;51,79;29,13;31,62;152,89;39,1;13,44;27,91;60,53;54,94;24,39;98,7;12,86;58,11;7,31;8,31;21,08;53,55;24,7;52,03;85,29;24,94;68,47
06/06/2016;2109,41;52,13;29,1;31,68;152,73;39,44;13,67;27,97;61,29;54,89;24,17;99,12;12,77;57,09;7,2739997;8,232001;21,06;54,53;24,88;52,47;86,11;25,01;68,77
06/07/2016;2112,13;52,1;29,07;31,88;153,33;39,13;13,69;28,01;61,56;54,84;24,17;98,52;13;57,79;7,296;8,297;21,09;54,85;24,86;52,76;87,29;25,04;68,16
06/08/2016;2119,12;52,04;29,14;31,89;154;39,28;13,87;27,94;62,08;54,94;24,23;98,68;12,58;57,78;7,3180003;8,339;20,98;54,92;24,88;53,44;88,18;25,14;69,05
06/09/2016;2115,48;51,62;29,14;31,94;153,42;39,05;13,84;27,87;62,14;54,98;24,42;98,07;12,51;57,56;7,3410006;8,363;21,03;55,44;24,86;53,08;87,68;24,9;68,56
06/10/2016;2096,07;51,48;29,03;32,04;152,37;38,74;13,5;27,71;61,91;53,83;24,07;97,09;12,14;56,96;7,2669997;8,237;20,52;52,73;24,7;52,5;86,02;24,49;67,44
06/13/2016;2079,06;50,14;28,84;32,17;151,28;38,62;13,03;27,67;61,53;52,83;23,94;96,96;12,05;56,87;7,2510004;8,198001;20,24;52,21;24,59;52,14;85,53;24,36;66,82
06/14/2016;2075,32;49,83;28,96;32,14;151,06;38,83;13,05;27,61;61,9;52,7;23,74;96,98;11,92;57,07;7,263;8,1970005;20,27;52,66;24,39;52,17;85,34;24,21;67,24
06/15/2016;2071,5;49,69;28,65;31,61;150,68;38,44;13;27,62;61,69;53,28;23,7;97,02;12,02;56,87;7,2910004;8,248;20,2;53,27;24,35;52,53;84,49;24,43;67,54
06/16/2016;2077,99;50,39;28,87;31,69;151,06;38,64;12,98;27,68;62,06;53,42;23,69;97,19;11,95;56,9;7,2790003;8,267;20,11;53,71;24,4;52,52;84,42;24,47;67,8
06/17/2016;2071,22;50,13;28,95;31,76;151,99;39,68;13,12;27,4;61,62;53,55;23,43;95,58;12,2;55,99;7,303;8,2890005;20,29;53,19;24,26;52,46;83,81;24,86;67,33
06/20/2016;2083,25;50,07;28,8;32,17;153,61;39,73;13,07;27,72;62,01;53,89;23,63;97,99;12,32;56,79;7,3650002;8,428;20,43;54,14;24,48;53,12;85,14;25,31;68,35
06/21/2016;2088,9;51,19;28,77;32,32;154,05;39,99;13,33;27,74;62,04;53,88;23,83;99,72;12,75;57,06;7,386;8,466001;20,37;54,7;24,44;53,09;85,24;25,32;67,81
06/22/2016;2085,45;50,99;28,72;32,29;152,92;40,01;12,61;27,65;62,06;54,04;23,97;94,01;12,72;56,85;7,4300003;8,5650015;20,55;54,7;24,29;53,14;85,11;25,19;67,43
06/23/2016;2113,32;51,91;29,22;32,99;155,35;40,83;12,95;27,86;63,3;55,55;24,52;96,21;14,05;58,11;7,485;8,718001;20,79;57,17;24,62;53,93;86,35;26,02;68,01
06/24/2016;2037,41;49,83;27,75;31,55;146,59;39,23;12,26;27,29;60,54;52,12;23,23;92,2;13,21;55,04;7,2550006;8,228;19,69;53,35;23,78;52,08;80,55;24,72;64,73
06/27/2016;2000,54;48,43;27,31;30,72;143,5;38,48;11,55;27,04;59,07;51,14;22,29;90,85;12,23;52,55;7,127;7,996;19,06;51,16;23,07;51,33;77,02;22,96;63,08
06/28/2016;2036,09;49,44;27,79;31,19;145,7;39,13;11,79;27,18;60,27;52,51;22,94;92,46;12,99;54,31;7,199;8,167;19,38;53,05;23,6;52,11;79,25;23,18;63,69
06/29/2016;2070,77;50,54;28,26;31,93;148,46;40,55;12,18;27,15;61,25;53,55;23,56;94,39;13,19;55,62;7,208;8,22;19,81;54,56;23,95;53;80,63;24,47;64,55
06/30/2016;2098,86;51,17;28,69;32,8;151,78;40,93;12,55;27,17;62,65;53,57;23,97;95,79;13,76;56,64;7,3250003;8,406;20,48;55,93;24,3;54,08;80,09;24,59;65,97
07/01/2016;2102,95;51,16;28,8;32,75;152,35;40,86;12,73;27,35;62,11;53;23,89;95,32;12,5;56,63;7,25;8,298;20,29;55,5;24,38;53,77;80,36;24,29;66,01
07/05/2016;2088,55;51,17;28,33;32,68;151,68;40,4;12,36;27,29;61,25;51,94;23,84;94,73;11,91;55,36;7,211;8,189;19,93;54,25;24,4;53,56;79,26;23,48;64,77
07/06/2016;2099,73;51,38;28,72;32,97;152,37;40,53;12,6;27,3;61,06;52,37;24;95,18;11,73;55,46;7,2260003;8,196;20,11;54,96;24,44;53,74;79,57;23,61;65,3
07/07/2016;2097,9;51,38;28,74;33,2;152,6;40,53;12,85;27,33;61,77;52,93;24,29;95,14;12,2;55,95;7,224;8,204001;20,42;54,94;24,58;53,82;80,69;23,94;65,05
07/08/2016;2129,9;52,3;29,26;34;154,46;40,87;13,08;27,51;63,27;54,19;24,93;96,79;12,62;57,74;7,375;8,488;20,91;56,38;25,05;54,25;83,54;24,54;66,38
07/11/2016;2137,16;52,59;29,43;34,38;155,33;40,78;13,16;27,51;63,4;54,115;25,15;97,14;12,64;58,25;7,4379997;8,633;20,99;56,24;25,38;54,67;83,24;24,42;66,62
07/12/2016;2152,14;53,21;29,61;34,94;157,04;41,42;13,72;27,61;64,38;54,62;25,41;97,54;13,23;58,99;7,534;8,824;21,45;56,16;25,58;54,91;83,97;25,16;67,4
07/13/2016;2152,43;53,51;29,75;35,01;158,02;41,46;13,81;27,53;64,54;54,83;25,91;97,34;13,29;59,52;7,5550003;8,862;21,37;56,86;25,51;54,87;84,09;25,51;67,46
07/14/2016;2163,75;53,74;29,76;35,2;160,28;41,67;13,8;27,53;64,81;54,88;26,1;97,7;13,29;60,02;7,5220003;8,788001;21,42;57,43;25,73;54,79;84,89;25,29;67,58
07/15/2016;2161,74;53,7;29,82;35,07;159,78;41,77;13,85;27,55;64,85;54,75;26,34;97,83;13,13;60,15;7,513;8,8550005;21,35;57,25;25,58;54,42;84,84;25,27;67,4
07/18/2016;2166,89;53,96;29,91;35,05;159,86;41,64;13,94;27,54;65,19;55,35;26,6;97,79;13,34;60,43;7,593;8,933001;21,38;57,47;25,66;54,31;84,73;25,55;67,55
07/19/2016;2163,78;53,09;29,92;35,15;159,58;41,08;14,05;28,11;64,94;55,14;26,39;97,79;13,22;60,27;7,595;8,95;21,32;57,45;25,9;54,58;85,09;25,54;67,5
07/20/2016;2173,02;55,91;30,63;35,69;161,36;41,25;14,16;28,17;65,45;55,82;26,65;98,4;13,59;60,69;7,667;9,121001;21,61;57,83;26,11;54,88;85,99;25,9;67,93
07/21/2016;2165,17;55,8;30,58;34,27;160,45;41,07;14;28,21;64,91;59,93;26,23;96,34;13,18;59,95;7,574;8,932;21,5;57,2;25,84;54,45;85,22;25,99;67,55
07/22/2016;2175,03;56,57;30,71;34,66;162,07;41,08;14,11;28,41;65,49;61,15;26,37;98,06;13,13;60,4;7,606;9,005;21,65;57,89;26,07;54,81;87,08;26,47;68,25
07/25/2016;2168,48;56,73;30,79;34,69;162,65;41,16;14,16;28,56;66,22;60,73;26,49;97,32;13,92;60,53;7,6489997;9,064;21,65;57,9;26,13;54,62;88,28;26,36;68,09
07/26/2016;2169,18;56,76;30,88;35,09;162,12;40,94;14,18;28,4;71,42;61,35;26,81;97,91;14,67;62,8725;7,699;9,16;21,71;58,09;24,26;54,17;89,33;26,6;68,42
07/27/2016;2166,58;56,19;30,76;34,83;161,83;40,93;13,99;28,34;71,27;62,51;26,9;97,93;14,19;63,33;7,7000003;9,196;21,49;50,51;24,18;54,03;87,98;26,38;69,26
07/28/2016;2170,06;56,21;30,52;34,77;161,37;41,19;13,94;28,34;70,23;62,43;26,62;98,44;13,81;64,22;7,745;9,308001;22,29;50,69;24,01;54,31;89,06;26,37;69,58
07/29/2016;2173,6;56,68;30,53;34,86;160,62;41,04;14,01;28,28;69,75;62,58;26,29;97,86;13,74;63,83;7,571;8,977;22,22;50,53;24,05;54,16;89,13;26,35;69,38
08/01/2016;2170,84;56,58;30,73;34,85;161,45;41,15;14,18;28,36;69,88;61,85;26,27;97,72;13,56;63,98;7,6580005;9,079001;22,29;50,6;24,15;54,55;86,62;26,65;69,63
08/02/2016;2157,03;56,58;30,62;34,56;160,58;40,71;14,06;28,13;68,85;60,6;25,97;96,05;13,4;62,84;7,572;8,973001;22,11;49,96;23,95;54,13;83,47;26,05;68,84
08/03/2016;2163,79;56,97;30,72;34,25;160,67;40,71;14,31;28,2;68,88;61,01;26,2;96,67;13,51;62,87;7,6089997;9,079001;22,2;49,44;24,22;54,36;84,81;26,22;69,29
08/04/2016;2164,25;57,39;30,8;34,58;161,55;40,9;14,15;28,2;69,61;60,98;26,37;97,09;14,03;63,34;7,6800003;9,193;22,38;49,43;24,33;54,68;83,96;26,45;70,24
08/05/2016;2182,87;57,96;31,04;34,98;163,5;41,13;14,28;28,43;70,15;62;26,81;99,04;14,52;63,69;7,763;9,325;22,64;50,66;24,68;55,16;85;27,12;73,5
08/08/2016;2180,89;58,06;31,01;35,04;162,04;41,16;14,26;28,45;70,14;61,58;26,83;98,49;14,42;63,44;7,7019997;9,272;22,8;50,21;24,69;55,13;84,95;27,45;73,93
08/09/2016;2181,74;58,2;30,94;34,92;161,77;41,1;14,25;28,58;70,25;61,99;26,79;98,87;14,48;63,82;7,7410007;9,329001;22,91;50,22;24,63;55,49;85,13;27,68;74,28
08/10/2016;2175,49;58,02;30,85;34,53;162,08;41,09;14,19;28,36;69,89;61,71;26,41;100,62;14,2;63,79;6,947;8,911;22,83;52,02;24,68;55,75;85,61;27,62;74,28
08/11/2016;2185,79;58,3;30,95;34,68;163,53;41,28;14,3;28,49;70;61,74;26,82;101,67;14,43;64,14;6,7510004;8,889;22,92;51,41;24,8;55,88;87,18;28,11;75,52
08/12/2016;2184,05;57,94;30,87;34,57;161,95;41,09;14,28;28,48;69,84;61,71;27,18;101,04;14,93;64,24;6,828;8,918;22,87;51,97;24,71;55,74;87,16;28,45;74,54
08/15/2016;2190,15;58,12;31,19;34,91;161,88;41,39;14,52;28,47;70,33;62,43;27,47;100,93;15,53;65,27;6,9440002;9,074;23,07;52,05;24,75;56,06;87,46;28,8;75,44
08/16/2016;2178,15;57,44;31,12;35,21;160,7;41,32;14,41;28,69;69,82;62,07;27,22;100,6;15,49;64,88;6,919;8,986;22,74;52;24,37;55,86;86,65;28,95;75,58
08/17/2016;2182,22;57,56;30,72;35,02;160,44;41,21;14,5;28,57;69,82;62,28;27,29;99,7;15,52;64,2;6,964;9,021;22,59;52,34;24,42;55,89;86,99;28,85;75,68
08/18/2016;2187,02;57,6;30,48;34,97;161,36;41,14;14,51;28,54;70,13;63,04;27,68;100,67;15,77;64,13;6,9730005;9,093001;22,67;52,35;24,76;58,5;87,89;33,88;75,99
08/19/2016;2183,87;57,62;30,52;35,24;160,04;41,32;14,42;28,71;70,27;62,76;29,64;100,32;16,25;64,14;7,095;9,319;22,77;52,95;24,99;58,59;87,6;34,71;76,34
08/22/2016;2182,64;57,67;30,63;35,36;160;41,22;14,37;28,63;70;62,83;29,15;100,24;16,19;63,84;7,0519996;9,32;22,73;52,98;24,95;58,52;87,46;34,71;76,49
08/23/2016;2186,9;57,89;30,98;35,4;160,26;41,5;14,57;28,63;69,98;63,09;29,95;101,14;16,18;63,8;6,8050003;9,388;22,83;53,6;25,24;58,93;88,31;34,99;76,99
08/24/2016;2175,44;57,95;31,06;35,15;159,05;41,07;14,4;28,74;69,9;62,61;29,7;101,14;15,51;62,7;6,717;9,269;22,66;53,98;25,21;58,61;88,06;34,82;77,12
08/25/2016;2172,47;58,17;31,29;35,09;158,63;41,1;14,37;28,69;69,82;62,64;29,65;101,69;16,2;62,72;6,7300005;9,344001;22,68;54,56;25,43;58,74;88,28;35,04;77,18
08/26/2016;2169,04;58,03;31,35;35,26;158,32;41,26;14,39;28,7;69,75;62,97;29,97;102,06;16,51;62,96;6,752;9,381;22,67;55,31;25,57;59,14;88,13;34,99;77,2
08/29/2016;2180,38;58,1;31,58;35,55;159,72;41,31;14,43;28,67;69,98;62,98;30,05;102,3;16,91;62,89;6,8730006;9,434;22,69;55,04;25,57;59,29;88,54;35,13;77,29
08/30/2016;2176,12;57,89;31,54;35,7;159,4;41,31;14,38;28,99;69,31;62,94;29,99;102;16,74;62,9;6,836;9,298;22,77;54,89;25,52;59,08;87,88;34,91;77,51
08/31/2016;2170,95;57,46;31,44;35,89;158,88;41,22;14,37;28,99;69,54;63,07;29,84;102,31;16,49;62,56;6,926;9,332;22,69;54,9;25,44;59,29;87,2;34,59;76,99
09/01/2016;2170,86;57,59;31,58;36,02;159,54;41,16;14,5;28,86;69,7;63,47;30,29;102,9;16,64;63,06;7,074;9,463;22,71;55,07;25,51;59,14;87,28;34,93;76,8
09/02/2016;2179,98;57,67;31,83;36,08;159,55;41,25;14,49;28,77;69,68;63,35;30,02;103,57;16,7;63,15;7,02;9,436;22,77;55,33;25,91;59,67;86,98;34,9;77,95
09/06/2016;2186,48;57,61;31,87;36,57;160,35;41,25;14,63;29,05;69,79;63,09;29,98;103,5;17,01;62,73;7,0540004;9,37;22,88;55,5;25,84;59,8;87,54;35,07;78,32
09/07/2016;2186,16;57,66;31,79;36,46;161,64;41,25;14,69;;69,49;62,43;29,91;103;17,16;61,65;7,0800004;9,404;22,82;54,08;25,98;59,93;87,22;35,46;78,08
09/08/2016;2181,3;57,43;31,47;36,44;159;40,72;14,63;;68,99;62,69;29,79;101,88;17,45;61,41;7,046;9,357001;22,76;53,5;25,71;59,71;86,24;35,06;77,37
09/09/2016;2127,81;56,21;30,85;35,44;155,69;40,03;14,07;;66,67;60,52;28,86;99,38;16,81;59,62;6,9430003;9,118;22,38;52,5;25,04;58,32;83,21;34,27;76,65
09/12/2016;2159,04;57,05;31,44;36,08;158,29;40,68;14,49;;67,94;62,25;29,59;100,32;17,15;60,62;7,0620003;9,327;22,48;53,09;25,29;59,09;84,05;35,13;77,23
09/13/2016;2127,02;56,53;31,06;35,61;155,81;40,18;14,18;;67,45;61,29;29,38;98,77;16,75;60,45;6,903;9,154;22,35;51,87;24,62;57,93;83,37;34,74;76,09
09/14/2016;2125,77;56,26;31;35,62;154,05;40,25;14,27;;67,79;61,59;29,43;98,79;16,93;60,92;6,8900003;9,157001;22,37;51,65;24,39;57,72;83,23;34,58;75,47
09/15/2016;2147,26;57,19;31,31;36,56;155,66;40,86;14,5;;69,22;62,54;30,15;99,62;17,45;62,65;7,0260005;9,336;22,59;51,38;24,83;58,4;83,86;35,05;76,04
09/16/2016;2139,16;57,25;30,84;37,67;153,84;38,92;14,53;;69,36;62,99;30,05;98,93;17,48;62,05;7,0230002;9,2960005;22,62;50,98;24,23;58;82,97;34,81;75,63
09/19/2016;2139,12;56,93;31,02;37,16;154,87;39,23;14,56;;69,54;62,86;30,3;99,68;16,95;62,46;6,9690003;9,215;22,7;51,62;24,4;58,53;83,37;35,64;75,76
09/20/2016;2139,76;56,81;31,1;37,14;154,45;39,07;14,54;;69,18;62,7;30,39;100,62;16,92;62,34;6,918;9,198001;22,7;51,36;24,5;58,34;83,19;34,98;75,21
09/21/2016;2163,12;57,76;31,36;37,45;155,53;39,51;14,99;;69,56;63,57;30,57;107,78;17,66;63,3;6,979;9,329001;22,96;52,21;24,66;58,98;84,51;35,705;75,73
09/22/2016;2177,18;57,82;31,66;37,55;156,11;39,51;15,12;;69,76;63,52;30,29;107,92;17,59;63,68;6,951;9,269;23,11;52,43;25,08;59,66;85,16;35,96;76,19
09/23/2016;2164,69;57,43;31,34;37,19;154,98;39,23;15,09;;68,98;62,75;29,66;107,47;17,48;63,23;6,932;9,178;23,14;52,25;24,81;59,38;84,91;35,66;76,11
09/26/2016;2146,1;56,9;31,07;36,65;153,98;39,03;15,02;;68,42;62,31;29,35;107,26;17,36;62,28;6,9;9,141001;23;51,76;24,78;59,18;84,56;35,18;75,95
09/27/2016;2159,93;57,95;31,48;37,18;156,77;39,3;15,34;;69,45;63,31;29,64;109,7;18;63,81;7;9,251;23,33;52,65;25,15;59,62;85,25;35,34;76,32
09/28/2016;2171,37;58,03;31,5;37,44;158,29;39,44;15,49;;69,74;63,45;29,74;109,49;17,44;63,93;6,985;9,294001;23,63;52,28;25,32;59,91;86,03;35,15;76,79
09/29/2016;2151,13;57,4;31,39;37,32;158,11;39,12;15,39;;69,84;67,45;29,58;107,8;17,54;63,74;6,877;9,323001;23,52;52,41;25,22;59,08;84,94;34,73;77,21
09/30/2016;2168,27;57,6;31,72;37,75;158,85;39,28;15,53;;70,18;68,5;30,15;108,54;17,78;64,45;6,971;9,471;23,65;52,99;25,53;59,35;85,22;35,82;76,28
10/03/2016;2161,2;57,42;31,5;37,66;157,61;38,99;15,65;;69,66;67,11;29,92;108,45;17,73;64,25;7,0410004;9,459;23,66;53,71;25,41;58,91;84,16;35,36;75,25
10/04/2016;2150,49;57,24;31,35;37,54;156,46;38,87;15,36;;69,59;66,68;29,61;108,39;17,8;64,24;7,03;9,483001;23,41;54,64;25,35;58,79;84,11;34,85;74,42
10/05/2016;2159,73;57,64;31,59;37,99;157,08;39,15;15,63;;70,6;66,84;29,94;108,8;17,7;64,68;7,121;9,617;23,8;55,98;25,47;59,65;84,96;34,94;74,35
10/06/2016;2160,77;57,74;31,48;38,07;156,88;38,87;15,6;;70,96;67,54;29,89;108,56;17,73;64,74;7,1790004;10,019;23,87;54,86;25,49;59,83;84,91;34,79;74,64
10/07/2016;2153,74;57,8;31,47;38,1;155,67;38,71;15,58;;70,87;68,19;29,75;108,64;17,61;64,42;7,2669997;10,035;23,78;54,95;25,53;59,26;84,3;34,75;74,48
10/10/2016;2163,66;58,04;31,47;38,02;157,02;38,62;15,59;;69,93;67,25;29,38;109,24;17,5;63,35;7,354;10,215;23,81;55,31;26,25;60,56;84,7;34,69;74,67
10/11/2016;2136,73;57,19;31,04;37,27;154,79;38,01;15,44;;68,76;66,09;28,64;107,37;16,86;62,1;7,239;9,959;23,64;54,13;25,66;59,57;83,07;34,08;73,5
10/12/2016;2139,18;57,11;30,34;37,13;154,29;38,05;15,35;;68,46;66,06;28,64;108,05;16,78;61,19;7,21;9,868;23,41;54,28;25,75;59,76;83,33;33,86;73,76
10/13/2016;2132,55;56,92;30,17;36,97;153,72;38,03;15,15;;67,77;65,7;27,86;108,01;16,85;60,71;7,134;9,773002;23,2;54,45;25,92;59,48;83,39;33,87;73,06
10/14/2016;2132,98;57,42;30,18;37,45;154,45;38,41;14,48;;68,49;65,7;28,07;107,84;17,13;62,06;7,197;9,8220005;23,39;54,66;25,99;59,75;83,64;33,53;73,58
10/17/2016;2126,5;57,22;30,22;37,29;154,77;38,29;14,03;;68,42;65,19;27,8;107,49;16,99;61,7;7,199;9,806;23,43;54,94;25,95;59,75;83,17;33,42;73,13
10/18/2016;2139,6;57,66;30,44;37,75;150,72;38,42;14,21;;69,25;66,1;28,02;108,42;17,41;62,14;7,2089996;9,9470005;23,61;55,92;26,24;59,62;85,32;33,65;73,8
10/19/2016;2144,29;57,53;30,35;35,51;151,26;38,35;14,12;;69,49;65,79;28,32;108,39;17,215;61,91;7,1940002;9,972;23,76;56,62;26,14;59,76;86,3;33,68;73,8
10/20/2016;2141,34;57,25;30,16;35,43;151,52;38,09;14,1;;69,75;67,34;28,38;109,03;17,205;63,47;7,199;9,694;23,8;56,73;25,82;59,19;86,34;33,87;73,57
10/21/2016;2141,16;59,66;30,15;35,15;149,63;37,93;13,8;;69,97;67,93;28,43;109,03;16,94;62,91;7,364;9,761001;23,82;57,67;25,71;59,13;85,2;33,92;73,62
10/24/2016;2151,33;61;30,46;35,26;150,57;38,27;13,97;;71,68;68,06;29,15;110,81;17,06;64,02;7,456;9,898002;23,89;58,84;25,74;59,45;86,17;34,04;74,49
10/25/2016;2143,16;60,99;30,34;35,1;150,88;38,36;13,9;;71,2;67,71;28,86;109,03;17,54;64,06;7,4900002;9,808001;22,97;59,07;25,5;58,61;84,9;34;74,16
10/26/2016;2139,43;60,63;30,55;34,92;151,81;38,31;13,91;;71,71;68,2;28,85;107,97;17,64;63,44;7,5290003;9,787002;23,02;67,7;25,52;58,56;83,9;34;73,58
10/27/2016;2133,04;60,1;30,38;34,81;153,35;38,22;13,99;;70,73;70,09;28,86;107,07;17,53;63,27;7,472;9,67;22,92;68,81;25,36;58,33;83,36;33,8;73,48
10/28/2016;2126,41;59,87;30,59;34,74;152,61;38,17;14,09;;70,8;68,4;28,66;107,6;17,2;63,53;7,4660006;9,621001;22,68;69,91;25,38;58,37;84,52;33,76;72,83
10/31/2016;2126,15;59,92;30,68;34,87;153,69;38,42;14,49;;70,85;68,72;29,08;107,51;17,16;64,1;7,511;9,686;22,71;69,47;25,58;59,31;84,8;33,94;72,58
11/01/2016;2111,72;59,8;30,48;34,52;152,79;38,46;14,35;;69,44;68,34;28,9;106,87;16,98;63,6;7,3900003;9,6050005;22,58;68,1;25,16;58,3;84,99;33,09;72,32
11/02/2016;2097,94;59,43;30,39;34,6;151,95;38,03;14,65;;68,84;67,09;28,59;105,89;16,68;63,66;7,4730005;9,585;22,46;67,31;24,76;57,93;83,8;32,42;71,57
11/03/2016;2088,66;59,21;30,32;33,93;152,37;38,31;14,54;;67,9;66,95;28,27;107,17;16,62;63,85;7,468;9,524001;22,33;66,52;24,79;57,735;83,45;32,45;71,29
11/04/2016;2085,18;58,71;30,19;33,61;152,43;38,28;14,71;;67,6;66,73;28,22;106,2;16,68;63,43;7,4519997;9,5;22,4;65,81;24,93;57,65;83,25;30,45;75,9
11/07/2016;2131,52;60,42;30,94;34,69;155,72;39,09;15,05;;69,01;68,46;29,33;108,66;17,375;64,36;7,5540004;9,851001;22,98;66,52;25,44;59,03;85,52;32,11;77,71
11/08/2016;2139,56;60,47;31;34,74;155,17;39,13;15,28;;69,83;68,27;29,51;108,39;17,41;64,85;7,553;9,912002;23,16;66,37;25,46;59,22;85,24;32,49;78,56
11/09/2016;2163,26;60,17;31,36;34,75;154,81;39,55;15,57;;69,79;67,88;29,13;107,86;17,2;64,97;7,549;9,801002;23,21;66,53;25,06;59,02;85,95;33,19;78,96
11/10/2016;2167,48;58,7;31;34,5;160,22;39,58;15,49;;69,14;66,31;28,18;104,08;16,99;64,25;7,451;9,597;23,19;66,22;24,84;58,63;86,72;33,46;79,19
11/11/2016;2164,45;59,02;31,36;34,61;161,27;39,45;15,82;;69,85;66,88;28,82;103,68;17,67;65,32;7,546;9,749;23,4;65,45;25,33;59,63;85,55;33,86;80,38
11/14/2016;2164,2;58,12;31,37;34,48;158,21;39,3;16,1;;70,02;65,93;28,99;102,42;17,71;66,46;7,5480003;9,851001;23,49;65,44;25,51;59,82;83,54;34,93;80,6
11/15/2016;2180,39;58,87;31,7;34,91;158,67;39,17;15,87;;71,03;66,77;29,61;103,66;18,1;68,21;7,775;10,112;23,65;65,47;25,44;60,07;86,05;34,87;81,8
11/16/2016;2176,94;59,65;31,57;34,84;159,29;39,7;15,8;;71,2;66,3;30,02;104,08;18,24;67,88;7,77;10,124;23,67;65,9;25,85;60,77;86,67;34,73;80,51
