Date;S&P500;MSFT;CSCO;INTC;IBM;ORCL;AAPL;HPQ;EMC;TXN;QCOM;AMAT;ADBE;MU;ADI;KLAC;LRCX;GLW;AKAM ;CDNS;SNPS;NTAP;LU;MSI;ARBA;VIGN;PSIX;INKT;AMZN;EBAY;CTXS
12/30/1994;459,27;3,8203125;1,9513907;3,9921875;18,375;2,1790166;0,34821394;12,484375;2,7460938;4,6796875;1,5;2,640625;3,71875;11,03125;5,854172;1,225;1,2416654;9,958323;;4,583338;10,9375;;;135,3332;;;;;;;
01/03/1995;459,11;3,7617188;1,8958352;3,984375;18,4375;2,117288;0,34263355;12,296875;2,671875;4,59375;1,515625;2,515625;3,6953125;10,9375;5,5625057;1,2;1,2166654;9,9166565;;4,3611155;11,21875;;;132,99986;;;;;;;
01/04/1995;460,71;3,7890625;1,909724;3,9765625;18,59375;2,1358068;0,35156214;12,390625;2,75;4,5625;1,53125;2,5;3,59375;11;5,4166727;1,2;1,233332;9,9166565;;4,5000043;10,875;;;132,56236;;;;;;;
01/05/1995;460,34;3,7265625;1,8958352;4,0078125;18,5;2,0925965;0,34709787;12,328125;2,734375;4,5625;1,515625;2,53125;3,734375;10,84375;5,468753;1,18125;1,1916655;9,7916565;;4,472226;10,9375;;;133,87486;;;;;;;
01/06/1995;460,68;3,7890625;1,8958352;4,0625;18,78125;2,117288;0,3749996;12,546875;2,6875;4,453125;1,5;2,546875;3,8125;10,84375;5,625003;1,1625;1,1833321;10,0416565;;4,527782;11,0625;;;135,3332;;;;;;;
01/09/1995;460,83;3,765625;1,9375019;4,125;18,875;2,1790166;0,36788467;12,6875;2,796875;4,4765625;1,453125;2,609375;3,859375;10,75;5,687503;1,18125;1,1958321;10,2499895;;4,527782;11,4375;;;137,37486;;;;;;;
01/10/1995;461,68;3,8125;1,9652797;4,1640625;19,15625;2,1851892;0,39006656;12,875;2,828125;4,703125;1,453125;2,6875;3,9296875;11,1875;5,718753;1,2;1,2812487;10,1666565;;4,8888936;11,875;;;144,0832;;;;;;;
01/11/1995;461,66;3,8359375;1,9791685;4,140625;19;2,1203744;0,41741028;12,921875;2,84375;4,6875;1,4296875;2,6796875;3,875;11,28125;5,5312524;1,2125;1,2999986;10,1666565;;4,8888936;11,625;;;141,74986;;;;;;;
01/12/1995;461,64;3,828125;1,9791685;4,1953125;19;2,104942;0,4051335;12,875;2,828125;4,7578125;1,40625;2,71875;3,9453125;11,5625;5,562503;1,234375;1,3041652;10,083323;;4,9166713;11,5625;;;144,9582;;;;;;;
01/13/1995;465,97;3,921875;1,9930574;4,2578125;19,09375;2,080251;0,40066925;12,984375;2,8125;4,6953125;1,3125;2,6875;3,90625;11,3125;5,5312524;1,3125;1,4083319;10,1249895;;4,9444485;11,609375;;;144,9582;;;;;;;
01/16/1995;469,38;4,0078125;2,034724;4,2578125;19,375;2,0679052;0,397321;13,15625;2,8125;4,6328125;1,3828125;2,78125;3,84375;11,34375;5,781253;1,36875;1,4666651;10,083323;;5,055561;12,03125;;;146,12485;;;;;;;
01/17/1995;470,05;4,0390625;2,0277798;4,1875;19,375;2,141979;0,4017853;13,140625;2,8125;4,578125;1,515625;2,765625;4,0625;11,59375;5,781253;1,3781251;1,4541652;10,4999895;;5,2777834;12,375;;;145,8332;;;;;;;
01/18/1995;469,72;4,0664063;2,0208352;4,3359375;19,3125;2,1358068;0,40736565;13,296875;2,78125;4,65625;1,53125;2,75;4,0390625;11,65625;5,562503;1,35;1,4416652;10,583323;;5,2500052;12,5;;;145,8332;;;;;;;
01/19/1995;466,95;3,96875;1,9861131;4,4179688;19,125;2,2098808;0,40959784;13,34375;2,625;4,6484375;1,5;2,7109375;3,90625;11,59375;5,656253;1,35;1,3708318;10,874989;;5,222227;12,28125;;;145,24985;;;;;;;
01/20/1995;464,78;3,8515625;1,9444462;4,3007813;18,84375;2,169757;0,38057995;13,125;2,5;4,6015625;1,453125;2,640625;3,8125;11,40625;5,500003;1,3125;1,3583319;10,708323;;5,0277824;11,90625;;;142,62486;;;;;;;
01/23/1995;465,81;3,9257813;1,940974;4,3984375;18,5625;2,1234608;0,3772318;13,015625;2,453125;4,515625;1,578125;2,6015625;3,8125;11,46875;5,468753;1,3000001;1,3708318;10,416656;;5,111116;11,75;;;142,62486;;;;;;;
01/24/1995;465,86;3,8759766;1,9930574;4,46875;18,5;2,117288;0,3716514;13,171875;2,46875;4,5234375;1,71875;2,6796875;3,8125;11,875;5,5312524;1,31875;1,4083319;10,541656;;5,222227;11,9375;;;144,9582;;;;;;;
01/25/1995;467,44;3,859375;1,940974;4,4296875;18,09375;2,1604981;0,36593154;12,875;2,421875;4,4140625;1,6875;2,53125;3,75;11,4375;5,4375024;1,3312501;1,3541653;10,4999895;;5,0833383;11,75;;;141,74986;;;;;;;
01/26/1995;468,32;3,7421875;1,8888907;4,4023438;18,09375;2,117288;0,3526782;12,734375;2,328125;4,34375;1,7578125;2,4375;3,71875;11,125;5,406253;1,2953125;1,283332;10,4999895;;5,000005;11,5;;;139,99986;;;;;;;
01/27/1995;470,39;3,7421875;1,8819462;4,4375;18,125;2,111115;0,35602647;12,84375;2,28125;4,4765625;1,78125;2,5234375;3,75;11,34375;5,4375024;1,3000001;1,308332;10,4999895;;4,972227;11,5;;;140,87486;;;;;;;
01/30/1995;468,51;3,6875;1,8090295;4,375;17,9375;2,061732;0,35825855;12,625;2,203125;4,359375;1,6875;2,40625;3,59375;11,0625;5,1875024;1,24375;1,2124988;10,458323;;4,861116;11,34375;;;137,66653;;;;;;;
01/31/1995;470,42;3,7109375;1,8541685;4,3359375;18,03125;2,104942;0,3604907;12,5625;2,328125;4,3125;1,65625;2,40625;3,6171875;11,0625;5,3750024;1,25;1,2499987;10,416656;;4,861116;11,3125;;;138,24988;;;;;;;
02/01/1995;470,4;3,6953125;1,9027796;4,4140625;18,40625;2,0925965;0,35825855;12,796875;2,109375;4,3515625;1,703125;2,4375;3,59375;11,1875;5,468753;1,2687501;1,2916654;10,333323;;5,000005;11,34375;;;141,74986;;;;;;;
02/02/1995;472,78;3,6875;1,9722241;4,5117188;18,59375;2,117288;0,3716514;12,6875;2,1328125;4,4609375;1,71875;2,53125;3,71875;11,40625;5,406253;1,25;1,3166653;10,3749895;;5,0277824;11,3125;;;141,45822;;;;;;;
02/03/1995;478,64;3,7578125;1,9791685;4,59375;18,65625;2,1728437;0,36160678;12,640625;2,140625;4,53125;1,75;2,5625;3,640625;11,25;5,562503;1,28125;1,3583319;10,416656;;5,000005;11,53125;;;142,91653;;;;;;;
02/06/1995;481,14;3,8046875;2,034724;4,6015625;18,59375;2,1944487;0,36160678;12,78125;2,109375;4,59375;1,75;2,6640625;3,671875;11,28125;5,593753;1,3015625;1,395832;10,416656;;5,0277824;11,46875;;;144,37485;;;;;;;
02/07/1995;480,81;3,8125;2,048613;4,5625;18,5625;2,1913624;0,36439696;12,8125;2,03125;4,578125;1,7578125;2,65625;3,59375;11,3125;5,562503;1,31875;1,3916652;10,708323;;5,0833383;11,8125;;;143,49985;;;;;;;
02/08/1995;481,19;3,8671875;2,0277798;4,7890625;18,5625;2,1666708;0,37778977;12,90625;2,046875;4,6875;1,75;2,640625;3,71875;11,96875;5,593753;1,34375;1,4166652;10,458323;;5,111116;11,5;;;141,74986;;;;;;;
02/09/1995;480,19;3,8671875;2,0208352;4,84375;18,75;2,148152;0,38950855;13,265625;2,171875;4,8984375;1,75;2,7265625;3,625;12,59375;5,656253;1,3468751;1,420832;10,583323;;5,3333383;11,6875;;;143,49985;;;;;;;
02/10/1995;481,46;3,875;1,9479185;4,8359375;18,75;2,1851892;0,3906246;13,109375;2,21875;4,8671875;1,765625;2,78125;4;13,15625;5,750003;1,4125;1,4333318;10,749989;;5,2500052;12,21875;;;145,24985;;;;;;;
02/13/1995;481,65;3,875;1,9027796;4,8203125;18,71875;2,1975348;0,3906246;13,171875;2,1875;4,8125;1,71875;2,8125;3,9375;13,21875;5,656253;1,41875;1,4374985;10,666656;;5,2777834;11,9375;;;143,79153;;;;;;;
02/14/1995;482,55;3,8671875;1,9166685;4,90625;18,90625;2,1790166;0,3833702;13,1875;2,1875;4,9765625;1,671875;2,796875;4;13,75;5,750003;1,465625;1,4749985;10,666656;;5,2500052;12,0625;;;143,49985;;;;;;;
02/15/1995;484,54;3,796875;1,9166685;4,984375;18,90625;2,2592638;0,38002193;13,171875;2,078125;4,90625;1,625;2,9375;4,0625;13,6875;5,750003;1,4640626;1,4833318;10,916656;;5,2777834;12,21875;;;144,0832;;;;;;;
02/16/1995;485,22;3,8046875;1,9027796;4,9921875;18,875;2,2777827;0,38560227;14,484375;2,125;5,015625;1,640625;2,9375;4,3125;14,3125;6,031254;1,46875;1,4333318;10,583323;;5,472227;12,5;;;149,91653;;;;;;;
02/17/1995;481,97;3,7734375;1,8750019;4,9257813;18,75;2,2530909;0,3794639;14,296875;2,109375;4,890625;1,59375;2,8554688;4,28125;13,84375;5,750003;1,4562501;1,3499986;10,416656;;5,555561;12,1875;;;135,04153;;;;;;;
02/21/1995;482,72;3,734375;1,8402795;4,9375;18,5625;2,2777827;0,36607102;14,265625;2,046875;4,9375;1,6015625;2,859375;4,484375;14,03125;5,968753;1,43125;1,308332;10,416656;;5,3333383;11,4375;;;137,37486;;;;;;;
02/22/1995;485,07;3,84375;1,8854185;4,9765625;18,5625;2,3271654;0,36439696;14,4375;2,21875;4,9375;1,625;2,859375;4,53125;14,78125;6,218754;1,45;1,3499986;10,583323;;5,2777834;11,8125;;;135,3332;;;;;;;
02/23/1995;486,91;3,8515625;1,909724;4,8789063;18,5625;2,3240774;0,3588166;14,40625;2,171875;4,9296875;1,765625;2,890625;4,453125;14,75;6,312504;1,46875;1,3541653;10,708323;;5,3333383;12;;;131,83322;;;;;;;
02/24/1995;488,11;3,828125;1,8680574;4,90625;18,71875;2,2592628;0,34821394;14,453125;2,109375;4,8203125;1,765625;2,9375;4,28125;14,75;6,218754;1,4375;1,3249987;10,833322;;5,3333383;11,9375;;;130,37486;;;;;;;
02/27/1995;483,81;3,859375;1,8368074;4,8945313;18,5;2,250003;0,3415175;14,328125;2,125;4,8125;1,734375;2,84375;4,21875;14,75;6,281253;1,415625;1,2666653;10,708323;;5,472227;11,71875;;;129,49988;;;;;;;
02/28/1995;487,39;3,9375;1,8750019;4,984375;18,8125;2,3240774;0,3526782;14,375;2,140625;4,921875;1,828125;2,8828125;4,46875;15,5;6,281253;1,45;1,333332;10,708323;;5,743061;11,8125;;;134,16653;;;;;;;
03/01/1995;485,65;3,953125;1,8298628;4,921875;18,84375;2,3148181;0,3571425;14,625;2,203125;5,0625;1,765625;2,921875;4,40625;16,21875;6,187503;1,46875;1,283332;10,666656;;5,7777834;12,21875;;;135,62486;;;;;;;
03/02/1995;485,13;3,984375;1,8819462;4,9365234;19,3125;2,3425958;0,3571425;14,46875;2,21875;5,2109375;1,734375;2,984375;4,375;16,46875;6,218754;1,4453125;1,2999986;10,624989;;5,6388946;12,75;;;135,3332;;;;;;;
03/03/1995;485,42;3,9765625;1,909724;5,1171875;19,96875;2,435189;0,35937464;14,578125;2,265625;5,40625;1,828125;3,03125;4,46875;17;6,500004;1,475;1,333332;10,624989;;5,861117;12,6875;;;136,79153;;;;;;;
03/06/1995;485,63;4,0195313;1,9027796;5,140625;20,0625;2,4074109;0,35491043;14,8125;2,203125;5,53125;1,78125;3,078125;4,53125;17,34375;6,468753;1,5187501;1,4083319;10,624989;;5,8888946;12,5625;;;134,4582;;;;;;;
03/07/1995;482,12;4,0839844;1,909724;5,0234375;19,9375;2,3888922;0,34207556;14,9375;2,125;5,4140625;1,75;3;4,40625;17,5625;6,468753;1,49375;1,3916652;10,583323;;5,7777834;12,5625;;;132,41653;;;;;;;
03/08/1995;483,14;4,28125;1,9513907;4,984375;19,9375;2,4074109;0,35323626;14,78125;2,125;5,3203125;1,734375;3;4,59375;16,96875;6,375003;1,5;1,3749986;10,666656;;5,8333387;12,96875;;;131,83322;;;;;;;
03/09/1995;483,16;4,2421875;1,9236128;5,0117188;20,15625;2,4259295;0,35491043;14,9375;2,0625;5,484375;1,84375;3,078125;4,65625;16,84375;6,375003;1,49375;1,3666652;10,666656;;5,861117;12,8125;;;130,66653;;;;;;;
03/10/1995;489,57;4,2851563;1,9305574;5,03125;20,28125;2,444448;0,3526782;14,859375;2,078125;5,4296875;1,84375;3,109375;4,5625;16,78125;6,3437533;1,5125;1,3833319;10,958322;;5,8333387;12,75;;;131,54153;;;;;;;
03/13/1995;490,05;4,3125;1,8923628;5,0859375;20,5;2,4537072;0,34040144;15,046875;2,109375;5,5859375;1,8046875;3,1757813;4,46875;17,25;6,5312533;1,5343751;1,3999985;10,833322;;5,7777834;12,625;;;135,04153;;;;;;;
03/14/1995;492,89;4,484375;1,9062519;5,1484375;20,375;2,4629664;0,31249964;14,984375;2,015625;5,6953125;1,9375;3,2734375;4,625;17,375;6,562503;1,5125;1,3874987;10,999989;;5,722228;13,3125;;;136,79153;;;;;;;
03/15/1995;491,88;4,40625;1,9444462;5,1171875;20,4375;2,4259295;0,31249964;15,078125;2,046875;5,671875;1,9609375;3,2578125;4,65625;17,5;6,750003;1,50625;1,3916652;11,041656;;5,7500052;13,0625;;;132,70822;;;;;;;
03/16/1995;495,41;4,3828125;1,9583353;5,0898438;20,875;2,4629664;0,31473184;14,953125;2;5,609375;2;3,2382813;4,671875;17,375;6,8125033;1,5125;1,3249987;10,999989;;5,7777834;12,875;;;131,54153;;;;;;;
03/17/1995;495,52;4,3710938;1,940974;5,055664;20,65625;2,4722254;0,3136158;15,03125;1,9375;5,46875;2,046875;3,421875;4,75;17,46875;6,750003;1,53125;1,3416653;11,166655;;5,722228;12,59375;;;129,20825;;;;;;;
03/20/1995;496,15;4,4453125;1,9305574;5,2109375;20,875;2,490744;0,31473184;15,171875;1,953125;5,5546875;2,015625;3,484375;4,65625;18,4375;6,8125033;1,55625;1,3666652;11,249989;;5,7500052;12,90625;;;126,29156;;;;;;;
03/21/1995;495,07;4,4023438;1,9236128;5,203125;20,5625;2,537041;0,32366043;15,328125;1,9375;5,4765625;1,9375;3,5703125;4,5;18,71875;6,750003;1,5640625;1,4666651;11,083322;;5,722228;12,6875;;;124,54154;;;;;;;
03/22/1995;495,67;4,4335938;1,8958352;5,2734375;20,40625;2,444448;0,33984345;15,3125;1,90625;5,5234375;2,0546875;3,515625;4,6875;18,5625;6,500004;1,575;1,5124984;11,208322;;5,69445;12,5625;;;126,87488;;;;;;;
03/23/1995;495,95;4,546875;1,9305574;5,3359375;20,84375;2,3611143;0,33147287;15,390625;2,03125;5,7265625;2,140625;3,609375;4,84375;19,34375;6,500004;1,59375;1,5833317;11,458322;;5,6666718;12,5;;;126,29156;;;;;;;
03/24/1995;500,97;4,6171875;2,0208352;5,3828125;20,90625;2,3796332;0,33705324;15,375;2,140625;5,859375;2,03125;3,703125;6,28125;19,59375;6,8125033;1,59375;1,5999982;12,166654;;5,722228;12,75;;;129,20825;;;;;;;
03/27/1995;503,2;4,5625;2,111113;5,46875;21,25;2,3981516;0,3320309;15,28125;2,171875;6,0234375;2,0625;3,75;5,90625;20,0625;6,9062533;1,6;1,6874983;11,999988;;5,8333387;13,125;;;132,12486;;;;;;;
03/28/1995;503,9;4,6015625;2,173613;5,53125;21,125;2,4259295;0,30691934;15,5;2,15625;6,1015625;2,125;3,703125;6,28125;21,1875;6,7187533;1,6125001;1,6249983;11,833321;;6,0000052;12,9375;;;132,41653;;;;;;;
03/29/1995;503,12;4,515625;2,0694463;5,4414063;20,75;2,3703737;0,30691934;15,203125;2,109375;5,890625;2,1484375;3,5625;6,03125;19,625;6,687504;1,625;1,5749984;12,083321;;6,0000052;12,46875;;;133,87486;;;;;;;
03/30/1995;502,22;4,5078125;2,0416687;5,3359375;20,59375;2,3240774;0,3158479;14,9375;2,140625;5,640625;2,0703125;3,40625;6,28125;18,625;6,5273466;1,59375;1,5249984;12,083321;;5,805561;11,9375;;;128,91653;;;;;;;
03/31/1995;500,71;4,4453125;2,1180577;5,3046875;20,53125;2,3148181;0,31473184;15,046875;2,09375;5,53125;2,046875;3,4453125;6,1875;19,03125;6,375003;1,5812501;1,4916651;11,999988;;5,8888946;11,9375;;;127,458206;;;;;;;
04/03/1995;501,85;4,375;2,201391;5,53125;20,71875;2,3796332;0,31696397;15,171875;2,140625;5,703125;1,9882813;3,4296875;6,09375;19,4375;6,375003;1,5812501;1,4999985;11,999988;;5,7777834;12,390625;;;125,708244;;;;;;;
04/04/1995;505,24;4,3671875;2,15278;5,4101563;20,75;2,3333364;0,3024551;15,203125;2,09375;5,5625;1,921875;3,359375;6,03125;18,5625;6,3437533;1,5125;1,4416652;12,166654;;5,861117;12,25;;;124,54154;;;;;;;
04/05/1995;505,57;4,4140625;2,173613;5,4140625;21;2,3148181;0,31026754;14,96875;2,171875;5,6875;1,859375;3,453125;6,34375;18,78125;6,312504;1,5375;1,4833318;12,208321;;5,94445;12,0625;;;126,87488;;;;;;;
04/06/1995;506,08;4,375;2,1666687;5,34375;20,96875;2,175929;0,32812464;14,890625;2,140625;5,6484375;1,7890625;3,453125;6,03125;18,71875;6,312504;1,515625;1,4416652;12,249988;;5,972228;12,125;;;128,91653;;;;;;;
04/07/1995;506,42;4,3515625;2,1805577;5,4453125;21;2,2685215;0,32812464;15;2,15625;5,65625;1,875;3,5625;6,03125;19,0625;6,4375033;1,5656251;1,5249984;12,249988;;5,8888946;11,875;;;129,79153;;;;;;;
04/10/1995;507,01;4,4335938;2,159724;5,53125;21,5;2,2685215;0,32700858;15,3125;2,15625;5,7421875;1,75;3,59375;6,34375;19,40625;6,687504;1,5812501;1,5749984;12,166654;;5,916672;11,84375;;;131,83322;;;;;;;
04/11/1995;505,53;4,5078125;2,21528;5,703125;21,6875;2,305559;0,33705324;15,328125;2,1875;5,734375;1,640625;3,5234375;6,640625;19,46875;6,3437533;1,55625;1,566665;11,833321;;5,916672;11,84375;;;127,458206;;;;;;;
04/12/1995;507,17;4,4765625;2,229169;5,734375;21,78125;2,3703737;0,34821394;15,28125;2,328125;5,78125;1,6875;3,578125;6,703125;19,625;6,4375033;1,5875;1,6041651;12,249988;;5,972228;12,625;;;127,16656;;;;;;;
04/13/1995;509,23;4,53125;2,2222242;5,9375;21,59375;2,3703737;0,3415175;15,4375;2,390625;5,921875;1,6796875;3,640625;6,6875;20;6,593754;1,6281251;1,6124983;12,416654;;6,0555615;12,75;;;128,04153;;;;;;;
04/17/1995;506,13;4,8359375;2,2500021;5,875;21,96875;2,3101885;0,34263355;15,75;2,390625;5,75;1,671875;3,4765625;6,375;19,25;6,6250033;1,5625;1,5499984;12,249988;;6,0000052;12,484375;;;123,95823;;;;;;;
04/18/1995;505,37;4,796875;2,1875021;5,8945313;22,0625;2,2870405;0,33482105;16;2,34375;5,8515625;1,609375;3,4375;6,25;19,5625;6,406254;1,53125;1,5416651;12,208321;;6,0277834;12,5;;;123,08323;;;;;;;
04/19/1995;504,92;4,7578125;2,1458354;5,8320313;21,78125;2,2407436;0,32477647;15,75;2,296875;5,75;1,5390625;3,40625;6,25;18,96875;6,406254;1,5;1,5291651;12,124988;;5,722228;12,125;;;125,12489;;;;;;;
04/20/1995;505,29;4,703125;2,170141;5,8125;22,25;2,212966;0,33593717;16;2,3125;5,734375;1,703125;3,40625;6,34375;19;6,312504;1,50625;1,5333318;11,999988;;5,916672;12,25;;;122,20822;;;;;;;
04/21/1995;508,49;4,6875;2,1666687;5,8046875;22,90625;2,2222252;0,34933;16;2,359375;5,859375;1,640625;3,4609375;6,53125;19,03125;6,187503;1,56875;1,5749984;11,958321;;6,0000052;12,8125;;;121,91654;;;;;;;
04/24/1995;512,89;4,859375;2,15278;6,03125;23,375;2,2546327;0,34821394;16,375;2,34375;6,3125;1,5625;3,625;6,6875;20;6,656253;1,59375;1,6041651;12,166654;;6,1388946;13,375;;;126,583206;;;;;;;
04/25/1995;512,1;5;2,2222242;6,140625;23,40625;2,2037067;0,33705324;16,40625;2,375;6,3125;1,59375;3,71875;7,015625;20,53125;6,500004;1,60625;1,5958318;11,916655;;6,222228;13,375;;;130,37486;;;;;;;
04/26/1995;512,66;4,9765625;2,263891;6,2265625;23,8125;2,1481514;0,3415175;16,3125;2,421875;6,578125;1,6640625;3,859375;6,90625;20,46875;6,593754;1,60625;1,6333317;12,124988;;6,500006;13,140625;;;134,4582;;;;;;;
04/27/1995;513,55;4,9140625;2,1944466;6,2890625;24,21875;2,3148181;0,3381693;16,4375;2,46875;6,625;1,671875;3,796875;7,0625;20,46875;6,781255;1,5875;1,6249983;12,249988;;6,444451;13,59375;;;133,29153;;;;;;;
04/28/1995;514,71;5,109375;2,21528;6,3984375;23,65625;2,2592628;0,3415175;16,53125;2,421875;6,625;1,640625;3,8515625;7,28125;20,625;6,7187533;1,5500001;1,6833315;11,166655;;7,111118;13,5625;;;132,70822;;;;;;;
05/01/1995;514,26;5,1328125;2,1875021;6,5078125;23,03125;2,2268548;0,3415175;16,0625;2,46875;6,546875;1,5859375;3,78125;7,25;20,375;6,7187533;1,5125;1,6916649;11,374989;;7,2500067;13,03125;;;131,54153;;;;;;;
05/02/1995;514,86;4,9726563;2,2777803;6,5;23,21875;2,2083364;0,34040144;16,09375;2,46875;6,5625;1,609375;3,7578125;6,90625;20,21875;6,593754;1,53125;1,6624984;11,333322;;7,0277843;13,375;;;132,41653;;;;;;;
05/03/1995;520,48;5,0546875;2,416669;6,7109375;23,5625;2,3333364;0,34040144;16,875;2,4375;6,8828125;1,625;3,8125;6,90625;20,9375;6,562503;1,55625;1,6749983;11,416655;;7,0555625;14,03125;;;134,74986;;;;;;;
05/04/1995;520,54;5,09375;2,3680577;6,8671875;23,4375;2,2777812;0,34374964;16,75;2,40625;6,9296875;1,5859375;3,875;6,84375;21,0625;6,781255;1,5812501;1,6958315;11,124989;;7,1944513;13,53125;;;135,62486;;;;;;;
05/05/1995;520,12;5;2,3125021;6,7890625;23,28125;2,2685215;0,34709787;16,65625;2,328125;6,890625;1,5859375;3,828125;6,71875;21,09375;7,0000033;1,61875;1,6999983;11,333322;;6,972229;13,4375;;;135,3332;;;;;;;
05/08/1995;523,96;4,9921875;2,388891;6,9765625;23,4375;2,2870405;0,36160678;16,75;2,3125;7,015625;1,5859375;3,9375;6,890625;20,8125;7,2812533;1,6437501;1,7583315;11,499988;;6,888895;13,65625;;;136,2082;;;;;;;
05/09/1995;523,56;4,9882813;2,3958356;6,953125;23,40625;2,2962997;0,3683032;16,75;2,390625;7,0546875;1,53125;3,921875;6,8125;20,65625;7,3125043;1,59375;1,7249984;11,333322;;6,972229;13,375;;;135,04153;;;;;;;
05/10/1995;524,36;4,953125;2,388891;6,796875;23,46875;2,305559;0,36997727;17,03125;2,46875;6,984375;1,5546875;3,90625;6,71875;20,53125;7,2500052;1,575;1,6937484;11,333322;;6,9444513;13,71875;;;136,49986;;;;;;;
05/11/1995;524,37;5,0859375;2,430558;6,828125;23,5625;2,3796332;0,36607102;17,0625;2,59375;7,1796875;1,75;4,078125;6,9375;21,125;7,3437552;1,61875;1,7166649;11,208322;;7,0555625;13,875;;;137,66653;;;;;;;
05/12/1995;525,55;5,046875;2,5000024;6,7929688;23,59375;2,4074109;0,38950855;17,09375;2,640625;7,390625;1,8515625;4,15625;7,013672;21,625;7,500004;1,5968751;1,7583315;11,249989;;7,3333406;14,3125;;;137,66653;;;;;;;
05/15/1995;527,74;5,0820313;2,5138912;6,7734375;23,75;2,5138927;0,38950855;17,75;2,65625;7,40625;1,84375;4,15625;7,09375;21,71875;7,5312552;1,6515626;1,7708315;11,124989;;7,3055625;14,375;;;142,33322;;;;;;;
05/16/1995;528,19;5,3046875;2,524308;6,8046875;23,65625;2,5416703;0,3906246;17,375;2,65625;7,28125;1,84375;4,296875;6,90625;21,78125;8,062504;1,6906251;1,8291647;11,166655;;7,277785;14,125;;;142,62486;;;;;;;
05/17/1995;527,07;5,375;2,5208359;6,921875;23,71875;2,5555587;0,39285675;17,5625;2,609375;7,4296875;1,7773438;5,0166016;7,125;22,5;8,125004;1,79375;1,9458313;11,041656;;7,3055625;14,21875;;;140,29153;;;;;;;
05/18/1995;519,58;5,2890625;2,4444468;6,921875;23,28125;2,4722254;0,38727644;17,15625;2,5625;7,46875;1,7109375;5,046875;6,84375;23,375;7,937504;1,790625;1,8999981;10,958322;;6,8333397;14,3125;;;137,66653;;;;;;;
05/19/1995;519,19;5,3359375;2,4756968;6,9609375;23,34375;2,5185223;0,38169602;16,84375;2,5;7,34375;1,6914063;5;6,75;24,125;7,9062552;1,7875;1,8874981;10,958322;;6,638895;14,59375;;;136,79153;;;;;;;
05/22/1995;523,65;5,453125;2,4444468;7,125;23,8125;2,490744;0,3939728;17,28125;2,765625;7,4765625;1,671875;5,140625;6,6875;24,3125;8,156254;1,86875;2,0083313;11,041656;;6,861118;14,40625;;;139,41653;;;;;;;
05/23/1995;528,59;5,53125;2,6458359;7,28125;24,3125;2,583337;0,39174068;17,6875;2,953125;7,7734375;1,609375;5,265625;7,09375;24,875;8,500004;1,98125;1,9874979;10,833322;;6,916673;14,3125;;;144,66653;;;;;;;
05/24/1995;528,61;5,46875;2,6041691;7,265625;24,03125;2,7870417;0,3883925;17,53125;3,046875;7,7109375;1,59375;5,203125;6,8515625;23,5;8,031254;1,93125;1,9874979;10,874989;;6,9444513;13,6875;;;145,54153;;;;;;;
05/25/1995;528,59;5,578125;2,5972245;7,34375;24,1875;2,7407446;0,38727644;17,3125;3;7,796875;1,6328125;5,15625;6,90625;23,9375;7,937504;1,88125;1,9583313;10,666656;;6,638895;14,375;;;144,0832;;;;;;;
05/26/1995;523,65;5,46875;2,5486135;7,2421875;23,75;2,6759293;0,3811381;16,71875;3,015625;7,5625;1,609375;4,953125;6,8359375;23,0625;7,968754;1,8312501;1,9333314;10,541656;;6,5833397;14,125;;;141,45822;;;;;;;
05/30/1995;523,58;5,1875;2,430558;6,90625;23,15625;2,537041;0,3749996;16,15625;2,859375;7,21875;1,5390625;4,7265625;6,65625;20,8125;7,593754;1,6906251;1,8749981;10,624989;;6,388895;13,75;;;137,37486;;;;;;;
05/31/1995;533,4;5,2929688;2,430558;7,015625;23,25;2,5740776;0,37109345;16,5;2,875;7,2265625;1,6015625;4,8125;6,5;22,3125;7,781254;1,74375;1,9083313;10,666656;;6,638895;13,5625;;;139,70822;;;;;;;
06/01/1995;533,49;5,2578125;2,4965303;7,171875;23,5625;2,6388927;0,3766737;16,96875;2,9375;7,5625;1,5820313;4,9609375;6,5546875;23,1875;7,968754;1,775;1,9333314;10,708323;;6,5833397;14,125;;;142,62486;;;;;;;
06/02/1995;532,51;5,1953125;2,5069468;7,28125;23,46875;2,6666706;0,37611577;17,34375;2,921875;7,734375;1,75;5,1328125;6,5;23,6875;8,000004;1,821875;1,9666647;10,749989;;6,4166727;14,375;;;139,99986;;;;;;;
06/05/1995;535,6;5,296875;2,5347245;7,234375;22,8125;2,6388927;0,3883925;17,25;2,921875;7,625;1,84375;5,109375;6,8125;23,4375;8,093754;1,825;1,999998;10,541656;;6,666673;14,3125;;;139,70822;;;;;;;
06/06/1995;535,55;5,1953125;2,4861135;7,0234375;22,84375;2,5740776;0,39285675;17,0625;2,921875;7,3125;2,171875;5;6,8125;22,5625;7,937504;1,75625;1,9416647;10,541656;;6,611118;14,3125;;;139,99986;;;;;;;
06/07/1995;533,13;5,25;2,4722242;7,0703125;22,46875;2,611115;0,38504425;17,125;2,921875;7,4296875;2,171875;4,96875;6,6875;23,375;7,9062552;1,7687501;1,9791647;10,583323;;6,694451;14;;;138,83322;;;;;;;
